# type (r[1-9];w;u),circuit,name,[comment],[QQ],ZZ,PBSB,[ID],field1,part (m/s),datatypes/templates,divider/values,unit,comment
#,70000,ctlv2,700 110,,,,,,,,,,

# ##### Generell #####,,,,,,,,,,,,,
r,,noiseReductionTimer.Monday2,Zeitfenster Heizen Montag 3,,,,0002,,,rTimeSlotWithTemp,,,
r,,noiseReductionTimer.Tuesday0,Zeitfenster Heizen Dienstag 1,,,,0100,,,rTimeSlotWithTemp,,,
r,,noiseReductionTimer.Tuesday1,Zeitfenster Heizen Dienstag 2,,,,0101,,,rTimeSlotWithTemp,,,
r,,noiseReductionTimer.Tuesday2,Zeitfenster Heizen Dienstag 3,,,,0102,,,rTimeSlotWithTemp,,,
r,,noiseReductionTimer.Wednesday0,Zeitfenster Heizen Mittwoch 1,,,,0200,,,rTimeSlotWithTemp,,,
r,,noiseReductionTimer.Wednesday1,Zeitfenster Heizen Mittwoch 2,,,,0201,,,rTimeSlotWithTemp,,,
r,,noiseReductionTimer.Wednesday2,Zeitfenster Heizen Mittwoch 3,,,,0202,,,rTimeSlotWithTemp,,,
r,,noiseReductionTimer.Thursday0,Zeitfenster Heizen Donnerstag 1,,,,0300,,,rTimeSlotWithTemp,,,
r,,noiseReductionTimer.Thursday1,Zeitfenster Heizen Donnerstag 2,,,,0301,,,rTimeSlotWithTemp,,,
r,,noiseReductionTimer.Thursday2,Zeitfenster Heizen Donnerstag 3,,,,0302,,,rTimeSlotWithTemp,,,
r,,noiseReductionTimer.Friday0,Zeitfenster Heizen Freitag 1,,,,0400,,,rTimeSlotWithTemp,,,
r,,noiseReductionTimer.Friday1,Zeitfenster Heizen Freitag 2,,,,0401,,,rTimeSlotWithTemp,,,
r,,noiseReductionTimer.Friday2,Zeitfenster Heizen Freitag 3,,,,0402,,,rTimeSlotWithTemp,,,
r,,noiseReductionTimer.Saturday0,Zeitfenster Heizen Samstag 1,,,,0500,,,rTimeSlotWithTemp,,,
r,,noiseReductionTimer.Saturday1,Zeitfenster Heizen Samstag 2,,,,0501,,,rTimeSlotWithTemp,,,
r,,noiseReductionTimer.Saturday2,Zeitfenster Heizen Samstag 3,,,,0502,,,rTimeSlotWithTemp,,,
r,,noiseReductionTimer.Sunday0,Zeitfenster Heizen Sonntag 1,,,,0600,,,rTimeSlotWithTemp,,,
r,,noiseReductionTimer.Sunday1,Zeitfenster Heizen Sonntag 2,,,,0601,,,rTimeSlotWithTemp,,,
r,,noiseReductionTimer.Sunday2,Zeitfenster Heizen Sonntag 3,,,,0602,,,rTimeSlotWithTemp,,,
w,,noiseReductionTimer.Monday,Zeitfenster Heizen Montag,,,,00,,,wTimeSlotWithTemp,,,
w,,noiseReductionTimer.Tuesday,Zeitfenster Heizen Dienstag,,,,01,,,wTimeSlotWithTemp,,,
w,,noiseReductionTimer.Wednesday,Zeitfenster Heizen Mittwoch,,,,02,,,wTimeSlotWithTemp,,,
w,,noiseReductionTimer.Thursday,Zeitfenster Heizen Donnerstag,,,,03,,,wTimeSlotWithTemp,,,
w,,noiseReductionTimer.Friday,Zeitfenster Heizen Freitag,,,,04,,,wTimeSlotWithTemp,,,
w,,noiseReductionTimer.Saturday,Zeitfenster Heizen Samstag,,,,05,,,wTimeSlotWithTemp,,,
w,,noiseReductionTimer.Sunday,Zeitfenster Heizen Sonntag,,,,06,,,wTimeSlotWithTemp,,,

# includes,,,,,,,,,,,,,
!include,errors.inc,,,,,,,,,,,,
!include,service.inc,,,,,,,,,,,,
