# type (r[1-9];w;u),circuit,name,[comment],[QQ],ZZ,PBSB,[ID],field1,part (m/s),datatypes/templates,divider/values,unit,comment
#,70000,VRC 700,700 110,,,,,,,,,,
# ##### Generell #####,,,,,,,,,,,,,
*r,,,,,,B524,03030102,,,IGN:1,,,whether timeslot is valid
*w,,,,,,B524,04030102,,,,,,
r;w,,z2Timer.Monday,timer heating monday,,,,00,,,slot1-3,,,
r;w,,z2Timer.Tuesday,timer heating tuesday,,,,01,,,slot1-3,,,
r;w,,z2Timer.Wednesday,timer heating wednesday,,,,02,,,slot1-3,,,
r;w,,z2Timer.Thursday,timer heating thursday,,,,03,,,slot1-3,,,
r;w,,z2Timer.Friday,timer heating friday,,,,04,,,slot1-3,,,
r;w,,z2Timer.Saturday,timer heating saturday,,,,05,,,slot1-3,,,
r;w,,z2Timer.Sunday,timer heating sunday,,,,06,,,slot1-3,,,
*r,,,,,,B524,03030101,,,IGN:1,,,whether timeslot is valid
*w,,,,,,B524,04030101,,,,,,
r;w,,z2CoolingTimer.Monday,timer cooling monday,,,,00,,,slot1-3,,,
r;w,,z2CoolingTimer.Tuesday,timer cooling tuesday,,,,01,,,slot1-3,,,
r;w,,z2CoolingTimer.Wednesday,timer cooling wednesday,,,,02,,,slot1-3,,,
r;w,,z2CoolingTimer.Thursday,timer cooling thursday,,,,03,,,slot1-3,,,
r;w,,z2CoolingTimer.Friday,timer cooling friday,,,,04,,,slot1-3,,,
r;w,,z2CoolingTimer.Saturday,timer cooling saturday,,,,05,,,slot1-3,,,
r;w,,z2CoolingTimer.Sunday,timer cooling sunday,,,,06,,,slot1-3,,,
# timers zone 3,,,,,,,,,,,,,
*r,,,,,,B524,03030202,,,IGN:1,,,whether timeslot is valid
*w,,,,,,B524,04030202,,,,,,
r;w,,z3Timer.Monday,timer heating monday,,,,00,,,slot1-3,,,
r;w,,z3Timer.Tuesday,timer heating tuesday,,,,01,,,slot1-3,,,
r;w,,z3Timer.Wednesday,timer heating wednesday,,,,02,,,slot1-3,,,
r;w,,z3Timer.Thursday,timer heating thursday,,,,03,,,slot1-3,,,
r;w,,z3Timer.Friday,timer heating friday,,,,04,,,slot1-3,,,
r;w,,z3Timer.Saturday,timer heating saturday,,,,05,,,slot1-3,,,
r;w,,z3Timer.Sunday,timer heating sunday,,,,06,,,slot1-3,,,
*r,,,,,,B524,03030201,,,IGN:1,,,whether timeslot is valid
*w,,,,,,B524,04030201,,,,,,
r;w,,z3CoolingTimer.Monday,timer cooling monday,,,,00,,,slot1-3,,,
r;w,,z3CoolingTimer.Tuesday,timer cooling tuesday,,,,01,,,slot1-3,,,
r;w,,z3CoolingTimer.Wednesday,timer cooling wednesday,,,,02,,,slot1-3,,,
r;w,,z3CoolingTimer.Thursday,timer cooling thursday,,,,03,,,slot1-3,,,
r;w,,z3CoolingTimer.Friday,timer cooling friday,,,,04,,,slot1-3,,,
r;w,,z3CoolingTimer.Saturday,timer cooling saturday,,,,05,,,slot1-3,,,
r;w,,z3CoolingTimer.Sunday,timer cooling sunday,,,,06,,,slot1-3,,,
# includes,,,,,,,,,,,,,
!include,errors.inc,,,,,,,,,,,,
