# type (r[1-9];w;u),circuit,name,[comment],[QQ],ZZ,PBSB,[ID],field1,part (m/s),datatypes/templates,divider/values,unit,comment
#,70000,VRC 700,700 110,,,,,,,,,,
# ##### Generell #####,,,,,,,,,,,,,
#r;w,,z1Timer.ThursdayP12,Z1 Timer,,,,0311,,,slot1h,,,
#r;w,,z1Timer.FridayP1,Z1 Timer,,,,0400,,,slot1h,,,
#r;w,,z1Timer.FridayP2,Z1 Timer,,,,0401,,,slot1h,,,
#r;w,,z1Timer.FridayP3,Z1 Timer,,,,0402,,,slot1h,,,
#r;w,,z1Timer.FridayP4,Z1 Timer,,,,0403,,,slot1h,,,
#r;w,,z1Timer.FridayP5,Z1 Timer,,,,0404,,,slot1h,,,
#r;w,,z1Timer.FridayP6,Z1 Timer,,,,0405,,,slot1h,,,
#r;w,,z1Timer.FridayP7,Z1 Timer,,,,0406,,,slot1h,,,
#r;w,,z1Timer.FridayP8,Z1 Timer,,,,0407,,,slot1h,,,
#r;w,,z1Timer.FridayP9,Z1 Timer,,,,0408,,,slot1h,,,
#r;w,,z1Timer.FridayP10,Z1 Timer,,,,0409,,,slot1h,,,
#r;w,,z1Timer.FridayP11,Z1 Timer,,,,0410,,,slot1h,,,
#r;w,,z1Timer.FridayP12,Z1 Timer,,,,0411,,,slot1h,,,
#r;w,,z1Timer.SaturdayP1,Z1 Timer,,,,0500,,,slot1h,,,
#r;w,,z1Timer.SaturdayP2,Z1 Timer,,,,0501,,,slot1h,,,
#r;w,,z1Timer.SaturdayP3,Z1 Timer,,,,0502,,,slot1h,,,
#r;w,,z1Timer.SaturdayP4,Z1 Timer,,,,0503,,,slot1h,,,
#r;w,,z1Timer.SaturdayP5,Z1 Timer,,,,0504,,,slot1h,,,
#r;w,,z1Timer.SaturdayP6,Z1 Timer,,,,0505,,,slot1h,,,
#r;w,,z1Timer.SaturdayP7,Z1 Timer,,,,0506,,,slot1h,,,
#r;w,,z1Timer.SaturdayP8,Z1 Timer,,,,0507,,,slot1h,,,
#r;w,,z1Timer.SaturdayP9,Z1 Timer,,,,0508,,,slot1h,,,
#r;w,,z1Timer.SaturdayP10,Z1 Timer,,,,0509,,,slot1h,,,
#r;w,,z1Timer.SaturdayP11,Z1 Timer,,,,0510,,,slot1h,,,
#r;w,,z1Timer.SaturdayP12,Z1 Timer,,,,0511,,,slot1h,,,
#r;w,,z1Timer.SundayP1,Z1 Timer,,,,0600,,,slot1h,,,
#r;w,,z1Timer.SundayP2,Z1 Timer,,,,0601,,,slot1h,,,
#r;w,,z1Timer.SundayP3,Z1 Timer,,,,0602,,,slot1h,,,
#r;w,,z1Timer.SundayP4,Z1 Timer,,,,0603,,,slot1h,,,
#r;w,,z1Timer.SundayP5,Z1 Timer,,,,0604,,,slot1h,,,
#r;w,,z1Timer.SundayP6,Z1 Timer,,,,0605,,,slot1h,,,
#r;w,,z1Timer.SundayP7,Z1 Timer,,,,0606,,,slot1h,,,
#r;w,,z1Timer.SundayP8,Z1 Timer,,,,0607,,,slot1h,,,
#r;w,,z1Timer.SundayP9,Z1 Timer,,,,0608,,,slot1h,,,
#r;w,,z1Timer.SundayP10,Z1 Timer,,,,0609,,,slot1h,,,
#r;w,,z1Timer.SundayP11,Z1 Timer,,,,0610,,,slot1h,,,
#r;w,,z1Timer.SundayP12,Z1 Timer,,,,0611,,,slot1h,,,
## timers Z2 ,,,,,,,,,,,,,
#*r,,,,,,b555,a50001,,,IGN:1,,,whether timeslot is valid
#r,,z2Timer.MondayP1,Z2 Timer,,,,0000,,,slot1h,,,
#r,,z2Timer.MondayP2,Z2 Timer,,,,0001,,,slot1h,,,
#r,,z2Timer.MondayP3,Z2 Timer,,,,0002,,,slot1h,,,
#r,,z2Timer.MondayP4,Z2 Timer,,,,0003,,,slot1h,,,
#r,,z2Timer.MondayP5,Z2 Timer,,,,0004,,,slot1h,,,
#r,,z2Timer.MondayP6,Z2 Timer,,,,0005,,,slot1h,,,
#r,,z2Timer.MondayP7,Z2 Timer,,,,0006,,,slot1h,,,
#r,,z2Timer.MondayP8,Z2 Timer,,,,0007,,,slot1h,,,
#r,,z2Timer.MondayP9,Z2 Timer,,,,0008,,,slot1h,,,
#r,,z2Timer.MondayP10,Z2 Timer,,,,0009,,,slot1h,,,
#r,,z2Timer.MondayP11,Z2 Timer,,,,0010,,,slot1h,,,
#r,,z2Timer.MondayP12,Z2 Timer,,,,0011,,,slot1h,,,
#r,,z2Timer.TuesdayP1,Z2 Timer,,,,0100,,,slot1h,,,
#r,,z2Timer.TuesdayP2,Z2 Timer,,,,0101,,,slot1h,,,
#r,,z2Timer.TuesdayP3,Z2 Timer,,,,0102,,,slot1h,,,
#r,,z2Timer.TuesdayP4,Z2 Timer,,,,0103,,,slot1h,,,
#r,,z2Timer.TuesdayP5,Z2 Timer,,,,0104,,,slot1h,,,
#r,,z2Timer.TuesdayP6,Z2 Timer,,,,0105,,,slot1h,,,
#r,,z2Timer.TuesdayP7,Z2 Timer,,,,0106,,,slot1h,,,
#r,,z2Timer.TuesdayP8,Z2 Timer,,,,0107,,,slot1h,,,
#r,,z2Timer.TuesdayP9,Z2 Timer,,,,0108,,,slot1h,,,
#r,,z2Timer.TuesdayP10,Z2 Timer,,,,0109,,,slot1h,,,
#r,,z2Timer.TuesdayP11,Z2 Timer,,,,0110,,,slot1h,,,
#r,,z2Timer.TuesdayP12,Z2 Timer,,,,0111,,,slot1h,,,
#r,,z2Timer.WednesdayP1,Z2 Timer,,,,0200,,,slot1h,,,
#r,,z2Timer.WednesdayP2,Z2 Timer,,,,0201,,,slot1h,,,
#r,,z2Timer.WednesdayP3,Z2 Timer,,,,0202,,,slot1h,,,
#r,,z2Timer.WednesdayP4,Z2 Timer,,,,0203,,,slot1h,,,
#r,,z2Timer.WednesdayP5,Z2 Timer,,,,0204,,,slot1h,,,
#r,,z2Timer.WednesdayP6,Z2 Timer,,,,0205,,,slot1h,,,
#r,,z2Timer.WednesdayP7,Z2 Timer,,,,0206,,,slot1h,,,
#r,,z2Timer.WednesdayP8,Z2 Timer,,,,0207,,,slot1h,,,
#r,,z2Timer.WednesdayP9,Z2 Timer,,,,0208,,,slot1h,,,
#r,,z2Timer.WednesdayP10,Z2 Timer,,,,0209,,,slot1h,,,
#r,,z2Timer.WednesdayP11,Z2 Timer,,,,0210,,,slot1h,,,
#r,,z2Timer.WednesdayP12,Z2 Timer,,,,0211,,,slot1h,,,
#r,,z2Timer.ThursdayP1,Z2 Timer,,,,0300,,,slot1h,,,
#r,,z2Timer.ThursdayP2,Z2 Timer,,,,0301,,,slot1h,,,
#r,,z2Timer.ThursdayP3,Z2 Timer,,,,0302,,,slot1h,,,
#r,,z2Timer.ThursdayP4,Z2 Timer,,,,0303,,,slot1h,,,
#r,,z2Timer.ThursdayP5,Z2 Timer,,,,0304,,,slot1h,,,
#r,,z2Timer.ThursdayP6,Z2 Timer,,,,0305,,,slot1h,,,
#r,,z2Timer.ThursdayP7,Z2 Timer,,,,0306,,,slot1h,,,
#r,,z2Timer.ThursdayP8,Z2 Timer,,,,0307,,,slot1h,,,
#r,,z2Timer.ThursdayP9,Z2 Timer,,,,0308,,,slot1h,,,
#r,,z2Timer.ThursdayP10,Z2 Timer,,,,0309,,,slot1h,,,
#r,,z2Timer.ThursdayP11,Z2 Timer,,,,0310,,,slot1h,,,
#r,,z2Timer.ThursdayP12,Z2 Timer,,,,0311,,,slot1h,,,
#r,,z2Timer.FridayP1,Z2 Timer,,,,0400,,,slot1h,,,
#r,,z2Timer.FridayP2,Z2 Timer,,,,0401,,,slot1h,,,
#r,,z2Timer.FridayP3,Z2 Timer,,,,0402,,,slot1h,,,
#r,,z2Timer.FridayP4,Z2 Timer,,,,0403,,,slot1h,,,
#r,,z2Timer.FridayP5,Z2 Timer,,,,0404,,,slot1h,,,
#r,,z2Timer.FridayP6,Z2 Timer,,,,0405,,,slot1h,,,
#r,,z2Timer.FridayP7,Z2 Timer,,,,0406,,,slot1h,,,
#r,,z2Timer.FridayP8,Z2 Timer,,,,0407,,,slot1h,,,
#r,,z2Timer.FridayP9,Z2 Timer,,,,0408,,,slot1h,,,
#r,,z2Timer.FridayP10,Z2 Timer,,,,0409,,,slot1h,,,
#r,,z2Timer.FridayP11,Z2 Timer,,,,0410,,,slot1h,,,
#r,,z2Timer.FridayP12,Z2 Timer,,,,0411,,,slot1h,,,
#r,,z2Timer.SaturdayP1,Z2 Timer,,,,0500,,,slot1h,,,
#r,,z2Timer.SaturdayP2,Z2 Timer,,,,0501,,,slot1h,,,
#r,,z2Timer.SaturdayP3,Z2 Timer,,,,0502,,,slot1h,,,
#r,,z2Timer.SaturdayP4,Z2 Timer,,,,0503,,,slot1h,,,
#r,,z2Timer.SaturdayP5,Z2 Timer,,,,0504,,,slot1h,,,
#r,,z2Timer.SaturdayP6,Z2 Timer,,,,0505,,,slot1h,,,
#r,,z2Timer.SaturdayP7,Z2 Timer,,,,0506,,,slot1h,,,
#r,,z2Timer.SaturdayP8,Z2 Timer,,,,0507,,,slot1h,,,
#r,,z2Timer.SaturdayP9,Z2 Timer,,,,0508,,,slot1h,,,
#r,,z2Timer.SaturdayP10,Z2 Timer,,,,0509,,,slot1h,,,
#r,,z2Timer.SaturdayP11,Z2 Timer,,,,0510,,,slot1h,,,
#r,,z2Timer.SaturdayP12,Z2 Timer,,,,0511,,,slot1h,,,
#r,,z2Timer.SundayP1,Z2 Timer,,,,0600,,,slot1h,,,
#r,,z2Timer.SundayP2,Z2 Timer,,,,0601,,,slot1h,,,
#r,,z2Timer.SundayP3,Z2 Timer,,,,0602,,,slot1h,,,
#r,,z2Timer.SundayP4,Z2 Timer,,,,0603,,,slot1h,,,
#r,,z2Timer.SundayP5,Z2 Timer,,,,0604,,,slot1h,,,
#r,,z2Timer.SundayP6,Z2 Timer,,,,0605,,,slot1h,,,
#r,,z2Timer.SundayP7,Z2 Timer,,,,0606,,,slot1h,,,
#r,,z2Timer.SundayP8,Z2 Timer,,,,0607,,,slot1h,,,
#r,,z2Timer.SundayP9,Z2 Timer,,,,0608,,,slot1h,,,
#r,,z2Timer.SundayP10,Z2 Timer,,,,0609,,,slot1h,,,
#r,,z2Timer.SundayP11,Z2 Timer,,,,0610,,,slot1h,,,
#r,,z2Timer.SundayP12,Z2 Timer,,,,0611,,,slot1h,,,
## timers hot water,,,,,,,,,,,,,
#*r,,,,,,b555,a50002,,,IGN:1,,,whether timeslot is valid
#*w,,,,,,b555,a50002,,,,,,
#r;w,,hwcTimer.MondayP1,HWC Timer,,,,0000,,,slot1h,,,
#r;w,,hwcTimer.MondayP2,HWC Timer,,,,0001,,,slot1h,,,
#r;w,,hwcTimer.MondayP3,HWC Timer,,,,0002,,,slot1h,,,
#r;w,,hwcTimer.TuesdayP1,HWC Timer,,,,0100,,,slot1h,,,
#r;w,,hwcTimer.TuesdayP2,HWC Timer,,,,0101,,,slot1h,,,
#r;w,,hwcTimer.TuesdayP3,HWC Timer,,,,0102,,,slot1h,,,
#r;w,,hwcTimer.WednesdayP1,HWC Timer,,,,0200,,,slot1h,,,
#r;w,,hwcTimer.WednesdayP2,HWC Timer,,,,0201,,,slot1h,,,
#r;w,,hwcTimer.WednesdayP3,HWC Timer,,,,0202,,,slot1h,,,
#r;w,,hwcTimer.ThursdayP1,HWC Timer,,,,0300,,,slot1h,,,
#r;w,,hwcTimer.ThursdayP2,HWC Timer,,,,0301,,,slot1h,,,
#r;w,,hwcTimer.ThursdayP3,HWC Timer,,,,0302,,,slot1h,,,
#r;w,,hwcTimer.FridayP1,HWC Timer,,,,0400,,,slot1h,,,
#r;w,,hwcTimer.FridayP2,HWC Timer,,,,0401,,,slot1h,,,
#r;w,,hwcTimer.FridayP3,HWC Timer,,,,0402,,,slot1h,,,
#r;w,,hwcTimer.SaturdayP1,HWC Timer,,,,0500,,,slot1h,,,
#r;w,,hwcTimer.SaturdayP2,HWC Timer,,,,0501,,,slot1h,,,
#r;w,,hwcTimer.SaturdayP3,HWC Timer,,,,0502,,,slot1h,,,
#r;w,,hwcTimer.SundayP1,HWC Timer,,,,0600,,,slot1h,,,
#r;w,,hwcTimer.SundayP2,HWC Timer,,,,0601,,,slot1h,,,
#r;w,,hwcTimer.SundayP3,HWC Timer,,,,0602,,,slot1h,,,
#broacast,,,,,,,,,,,,,
*r,broadcast,,,,,,,,,IGN:1,,,
*b,broadcast,,,,FE,,,,,IGN:1,,,
*w,broadcast,,,,FE,,,,,,,,
b,,NoiseReduction,noise reduction state,,,b508,,onoff,,onoff,,,
# includes,,,,,,,,,,,,,
*r,,,,,,B555,a50004,,,,,,
*w,,,,,,B555,a60004,,,,,,
r,,noiseReductionTimer.Config,Configuración de ventana de tiempo (¿actualmente estática? Describe un tipo de funcionalidad),,,B555,a30004,,,HEX:9,,,Configuracion
r,,noiseReductionTimer.Period,Periodo de Tiempo Numero,,,B555,a40004,,,slotCountWeek,,,
r;w,,noiseReductionTimer.Monday0,Periodo Monday 1,,,,0000,,,rTimeSlotWithoutTemp,,,
r;w,,noiseReductionTimer.Monday1,Periodo Monday 2,,,,0001,,,rTimeSlotWithoutTemp,,,
r;w,,noiseReductionTimer.Monday2,Periodo Monday 3,,,,0002,,,rTimeSlotWithoutTemp,,,
r;w,,noiseReductionTimer.Tuesday0,Periodo Tuesday 1,,,,0100,,,rTimeSlotWithoutTemp,,,
r;w,,noiseReductionTimer.Tuesday1,Periodo Tuesday 2,,,,0101,,,rTimeSlotWithoutTemp,,,
r;w,,noiseReductionTimer.Tuesday2,Periodo Tuesday 3,,,,0102,,,rTimeSlotWithoutTemp,,,
r;w,,noiseReductionTimer.Wednesday0,Periodo Wednesday 1,,,,0200,,,rTimeSlotWithoutTemp,,,
r;w,,noiseReductionTimer.Wednesday1,Periodo Wednesday 2,,,,0201,,,rTimeSlotWithoutTemp,,,
r;w,,noiseReductionTimer.Wednesday2,Periodo Wednesday 3,,,,0202,,,rTimeSlotWithoutTemp,,,
r;w,,noiseReductionTimer.Thursday0,Periodo Thursday 1,,,,0300,,,rTimeSlotWithoutTemp,,,
r;w,,noiseReductionTimer.Thursday1,Periodo Thursday 2,,,,0301,,,rTimeSlotWithoutTemp,,,
r;w,,noiseReductionTimer.Thursday2,Periodo Thursday 3,,,,0302,,,rTimeSlotWithoutTemp,,,
r;w,,noiseReductionTimer.Friday0,Periodo Friday 1,,,,0400,,,rTimeSlotWithoutTemp,,,
r;w,,noiseReductionTimer.Friday1,Periodo Friday 2,,,,0401,,,rTimeSlotWithoutTemp,,,
r;w,,noiseReductionTimer.Friday2,Periodo Friday 3,,,,0402,,,rTimeSlotWithoutTemp,,,
r;w,,noiseReductionTimer.Saturday0,Periodo Saturday 1,,,,0500,,,rTimeSlotWithoutTemp,,,
r;w,,noiseReductionTimer.Saturday1,Periodo Saturday 2,,,,0501,,,rTimeSlotWithoutTemp,,,
r;w,,noiseReductionTimer.Saturday2,Periodo Saturday 3,,,,0502,,,rTimeSlotWithoutTemp,,,
r;w,,noiseReductionTimer.Sunday0,Periodo Sunday 1,,,,0600,,,rTimeSlotWithoutTemp,,,
r;w,,noiseReductionTimer.Sunday1,Periodo Sunday 2,,,,0601,,,rTimeSlotWithoutTemp,,,
r;w,,noiseReductionTimer.Sunday2,Periodo Sunday 3,,,,0602,,,rTimeSlotWithoutTemp,,,

!include,errors.inc,,,,,,,,,,,,
